_key,Cleaned Incident,Year,Cleaned Event,Location,Latitude,Longitude,Cleaned Impact,Cleaned Group,Cleaned Outcome
271,tokugawa shogunate established,1603,political,Japan,36.655226998000046,139.27149500000007,"the establishment of the tokugawa shogunate marked the beginning of over 250 years of peace and stability, known as the edo period.",tokugawa ieyasu,positive
272,sakoku edict of 1635,1635,foreign policy,Japan,36.655226998000046,139.27149500000007,the isolationist foreign policy of the tokugawa shogunate that restricted japans contact with most foreign countries.,tokugawa iemitsu,mixed
273,meiji restoration,1868,political,Japan,36.655226998000046,139.27149500000007,"the restoration of imperial rule under emperor meiji, leading to rapid modernization and westernization.","emperor meiji, meiji oligarchs",positive
274,sinounknownjapanese war,1894,military conflict,Japan,36.655226998000046,139.27149500000007,"established japan as a formidable military power in east asia, leading to the acquisition of taiwan.",meiji government,positive
275,russounknownjapanese war,1904,military conflict,Japan,36.655226998000046,139.27149500000007,"a significant victory for japan, marking the first time an asian power defeated a european power in modern times.",meiji government,positive
276,taisho democracy,1912,political,Japan,36.655226998000046,139.27149500000007,a period of democratic political reforms and increased political participation during the taisho era.,unknown,mixed
277,japanese invasion of manchuria,1931,military invasion,Japan,36.655226998000046,139.27149500000007,"marked the beginning of japans aggressive expansion in east asia, leading to the second sinounknownjapanese war.",imperial japanese army,negative
278,second sinounknownjapanese war,1937,military conflict,Japan,36.655226998000046,139.27149500000007,"a major theater of wwii in asia, resulting in massive casualties and atrocities such as the nanjing massacre.",imperial japanese army,negative
279,atomic bombings of hiroshima and nagasaki,1945,militaryatomic warfare,Japan,36.655226998000046,139.27149500000007,"led to japans surrender in wwii, marking the first and only use of nuclear weapons in warfare.",united states,negative
280,perry expedition and opening of japan,1853,international relations,Japan,36.655226998000046,139.27149500000007,"forced japan to end its isolationist policy, leading to the treaty of kanagawa and opening japan to the west.",commodore matthew perry,mixed
281,boshin war,1868,civil war,Japan,36.655226998000046,139.27149500000007,a civil war between forces of the tokugawa shogunate and those seeking to return political power to the imperial court.,"tokugawa shogunate, imperial loyalists",positive
282,iwakura mission,1871,diplomatic mission,Japan,36.655226998000046,139.27149500000007,a japanese diplomatic voyage to the united states and europe to renegotiate unequal treaties and study western ways.,"iwakura tomomi, kido takayoshi",positive
283,satsuma rebellion,1877,military rebellion,Japan,36.655226998000046,139.27149500000007,"a revolt of disaffected samurai against the new imperial government, marking the end of samurai rebellion.",saig takamori,negative
284,first sinounknownjapanese war,1894,military conflict,Japan,36.655226998000046,139.27149500000007,"demonstrated japans military dominance in asia, leading to the acquisition of taiwan and koreas independence.",meiji government,positive
285,japanunknownkorea annexation treaty,1910,international agreement,Japan,36.655226998000046,139.27149500000007,"officially annexed korea, making it a part of the japanese empire until the end of world war ii.",imperial japan,negative
286,washington naval conference,1922,international relations,Japan,36.655226998000046,139.27149500000007,led to naval disarmament and attempted to prevent naval arms race among the major powers.,"usa, uk, japan, france, italy",positive
287,manchurian incident,1931,military aggression,Japan,36.655226998000046,139.27149500000007,"a staged event used by japan as a pretext to invade manchuria, leading to the establishment of manchukuo.",imperial japanese army,negative
288,marco polo bridge incident,1937,military conflict,Japan,36.655226998000046,139.27149500000007,"the start of the fullunknownscale second sinounknownjapanese war, escalating conflict in east asia.","imperial japanese army, chinese forces",negative
289,japans surrender in world war ii,1945,end of wwii,Japan,36.655226998000046,139.27149500000007,marked the end of world war ii and the beginning of japans postunknownwar reconstruction and pacifism era.,"emperor hirohito, allied powers",negative
290,san francisco peace treaty signed,1951,international treaty,Japan,36.655226998000046,139.27149500000007,"officially ended the state of war between japan and the allied powers, restoring japans sovereignty.",shigeru yoshida prime minister,positive
291,japan joins the united nations,1956,international relations,Japan,36.655226998000046,139.27149500000007,marked japans return to the international community and its commitment to global peace and cooperation.,japanese government,positive
292,income doubling plan announced,1960,economic policy,Japan,36.655226998000046,139.27149500000007,"aimed at doubling the national income, fueling rapid economic growth and improving living standards.",hayato ikeda prime minister,positive
293,tokyo olympics,1964,international sports event,Japan,36.655226998000046,139.27149500000007,"showcased japans recovery and modernization to the world, fostering national pride and international goodwill.",japanese government,positive
294,osaka expo 70,1970,worlds fair,Japan,36.655226998000046,139.27149500000007,symbolized japans cultural and technological advancements on the world stage.,japanese government,positive
295,oil crisis and economic shift,1973,economic crisis,Japan,36.655226998000046,139.27149500000007,prompted a shift in japans economy towards energyunknownefficient industries and high technology.,japanese government,mixed
296,japanunknownchina joint communiqu,1972,diplomatic agreement,Japan,36.655226998000046,139.27149500000007,"normalized diplomatic relations between japan and china, ending the postunknownwar state of hostility.",kakuei tanaka prime minister,positive
298,heisei era begins,1989,era change,Japan,36.655226998000046,139.27149500000007,"the ascension of emperor akihito marked the beginning of the heisei era, symbolizing peace and recovery.",emperor akihito,positive
299,great hanshin earthquake,1995,natural disaster,Japan,36.655226998000046,139.27149500000007,"one of the deadliest earthquakes in japans history, leading to significant loss of life and damage.",unknown,negative
300,aum shinrikyo tokyo subway sarin attack,1995,terrorism,Japan,36.655226998000046,139.27149500000007,"a deadly terrorist attack by a doomsday cult, shaking public security and trust in authorities.",aum shinrikyo cult,negative
302,japans apology for wwii aggressions,1995,diplomatic statement,Japan,36.655226998000046,139.27149500000007,prime minister tomiichi murayama issued a formal apology for japans wartime aggressions.,tomiichi murayama prime minister,positive
303,kyoto protocol on climate change,1997,international agreement,Japan,36.655226998000046,139.27149500000007,"an international treaty committing its parties to reduce greenhouse gas emissions, based on the premise of global warming.",international participants,positive
305,fukushima daiichi nuclear disaster,2011,nuclear accident,Japan,36.655226998000046,139.27149500000007,"triggered by a massive earthquake and tsunami, it was one of the worst nuclear disasters in history.","tepco, japanese government",negative
306,japanunknownkorea comfort women agreement,2015,diplomatic agreement,Japan,36.655226998000046,139.27149500000007,"aimed to resolve the longunknownstanding issue of comfort women during wwii, though met with criticism and controversy.","shinzo abe prime minister, park geununknownhye",mixed
307,emperor akihitos abdication,2019,historical,Japan,36.655226998000046,139.27149500000007,"marked the first abdication of a japanese emperor in over two centuries, leading to the reiwa era.",emperor akihito,positive
308,2020 tokyo olympics postponement,2020,international sports event,Japan,36.655226998000046,139.27149500000007,the olympics were postponed for the first time in history due to the covidunknown19 pandemic.,"international olympic committee, japanese government",mixed
309,reiwa era begins,2019,era change,Japan,36.655226998000046,139.27149500000007,"the ascension of emperor naruhito marked the beginning of the reiwa era, symbolizing harmony and peace.",emperor naruhito,positive
310,arrival of the first fleet,1788,colonial settlement,Australia,-25.70993156999998,134.48403119800003,"marked the beginning of british colonization in australia, leading to the establishment of new south wales.",captain arthur phillip,mixed
311,establishment of the colony of van diemens land,1803,colonial expansion,Australia,-25.70993156999998,134.48403119800003,"expanded british territorial claims in australia, significantly impacting the indigenous population.",british colonial administration,negative
312,gold rushes begin,1851,economic,Australia,-25.70993156999998,134.48403119800003,"triggered mass migration to australia, significantly boosting the economy and population.",gold prospectors,positive
313,eureka stockade,1854,rebellion,Australia,-25.70993156999998,134.48403119800003,"a miners rebellion against colonial authorities, considered a pivotal event in the development of democracy in australia.",peter lalor,positive
314,establishment of the commonwealth of australia,1901,federation,Australia,-25.70993156999998,134.48403119800003,"unification of the six colonies into a federated nation, marking the birth of modern australia.",edmund barton,positive
315,anzac troops land at gallipoli,1915,military,Australia,-25.70993156999998,134.48403119800003,marked the first major military action fought by australian and new zealand forces during wwi.,unknown,negative
316,the great strike of 1917,1917,labor movement,Australia,-25.70993156999998,134.48403119800003,"one of australias largest industrial disputes, affecting the countrys economy and labor laws.",union leaders,mixed
317,womens suffrage achieved,1902,political,Australia,-25.70993156999998,134.48403119800003,"granted women the right to vote and stand for parliamentary election, a significant step for womens rights.",womens suffrage activists,positive
318,the great depression hits australia,1929,economic crisis,Australia,-25.70993156999998,134.48403119800003,"severely affected australias economy, leading to widespread unemployment and social upheaval.",unknown,negative
319,sydney harbour bridge opens,1932,infrastructure,Australia,-25.70993156999998,134.48403119800003,became a national symbol of australia and a critical transportation link within sydney.,john bradfield,positive
320,australian citizenship act,1949,legal,Australia,-25.70993156999998,134.48403119800003,"established australian citizenship, formally distinguishing australians from british subjects.",australian government,positive
321,darwin bombing by japanese forces,1942,military,Australia,-25.70993156999998,134.48403119800003,"the largest single attack ever mounted by a foreign power on australia, bringing the realities of wwii to australian shores.",imperial japanese navy,negative
322,kokoda trail campaign,1942,military,Australia,-25.70993156999998,134.48403119800003,"a series of battles fought in the new guinea campaign of wwii, showcasing the bravery of australian troops.",australian army,positive
323,australian involvement in wwii begins,1939,military,Australia,-25.70993156999998,134.48403119800003,marked australias entry into wwii following the united kingdoms declaration of war on nazi germany.,robert menzies prime minister,mixed
324,myall creek massacre,1838,massacre,Australia,-25.70993156999998,134.48403119800003,one of the most infamous incidents of violence against indigenous australians during the frontier wars.,european settlers,negative
325,the founding of melbourne,1835,settlement,Australia,-25.70993156999998,134.48403119800003,"establishment of melbourne, which would grow to become one of australias largest and most influential cities.","john batman, settlers",mixed
326,the shearers strike,1891,labor movement,Australia,-25.70993156999998,134.48403119800003,"a significant early labor dispute, highlighting the division between workers and employers in rural australia.","union leaders, queensland government",mixed
327,federation of australia,1901,political,Australia,-25.70993156999998,134.48403119800003,"unified the six separate british colonies into a single nation, the commonwealth of australia.",edmund barton,positive
328,australian imperial forces formation,1914,military formation,Australia,-25.70993156999998,134.48403119800003,formation of the aif marked australias preparation for participation in wwi.,australian government,mixed
329,black friday bushfires,1939,natural disaster,Australia,-25.70993156999998,134.48403119800003,"one of australias worst natural disasters, leading to significant loss of life and property.",unknown,negative
330,signing of the anzus treaty,1951,international relations,Australia,-25.70993156999998,134.48403119800003,"established a security alliance between australia, new zealand, and the united states, strengthening ties with the us.",robert menzies prime minister,positive
331,mabo v queensland decision,1992,legal land rights,Australia,-25.70993156999998,134.48403119800003,"recognized native title in australia, overturning the doctrine of terra nullius and acknowledging indigenous land rights.","eddie mabo, high court of australia",positive
332,introduction of the universal health care system,1975,health policy,Australia,-25.70993156999998,134.48403119800003,"established medicare, providing access to free or subsidised medical care for australian citizens.",gough whitlam prime minister,positive
333,sydney opera house opens,1973,cultural infrastructure,Australia,-25.70993156999998,134.48403119800003,"became an iconic symbol of australia and a major cultural venue, enhancing the countrys global cultural stature.","queen elizabeth ii, jrn utzon",positive
334,1967 referendum on indigenous australians,1967,politicallegal,Australia,-25.70993156999998,134.48403119800003,amended the constitution to include indigenous australians in censuses and allow the federal government to create laws for them.,"australian government, indigenous activists",positive
335,australias involvement in the vietnam war,1962,military conflict,Australia,-25.70993156999998,134.48403119800003,marked significant military engagement abroad and sparked domestic debate and protest movements.,robert menzies prime minister,mixed
336,whitlam governments dismissal,1975,political crisis,Australia,-25.70993156999998,134.48403119800003,a constitutional crisis that led to the dismissal of the whitlam government by the governorunknowngeneral.,"gough whitlam, sir john kerr",negative
337,port arthur massacre,1996,gun violence,Australia,-25.70993156999998,134.48403119800003,led to significant reforms in australias gun laws with the national firearms agreement.,john howard prime minister,positive
338,australia act 1986,1986,constitutionallegal,Australia,-25.70993156999998,134.48403119800003,"severed the remaining constitutional links between australia and the united kingdom, establishing full sovereignty.","australian government, british government",positive
339,apology to australias indigenous peoples,2008,political,Australia,-25.70993156999998,134.48403119800003,"the australian government formally apologised to the indigenous australians for past injustices, particularly the stolen generations.",kevin rudd prime minister,positive
340,korean war involvement,1950,military conflict,Australia,-25.70993156999998,134.48403119800003,"marked australias participation in un forces during the korean war, emphasizing its commitment to global security.",australian government,mixed
341,anzus treaty signing,1951,international relations,Australia,-25.70993156999998,134.48403119800003,"established a security alliance between australia, new zealand, and the united states.",robert menzies,positive
342,vietnam war involvement,1962,military conflict,Australia,-25.70993156999998,134.48403119800003,australias involvement in vietnam war sparked national debate and protest movements.,australian government,negative
343,aboriginal land rights act,1976,legalpolitical,Australia,-25.70993156999998,134.48403119800003,"a landmark in indigenous rights, allowing aboriginal australians to claim land rights in the northern territory.",australian government,positive
344,sydney opera house opens,1973,cultural infrastructure,Australia,-25.70993156999998,134.48403119800003,"became a national icon and a major cultural hub, symbolizing australias architectural and artistic prowess.",jrn utzon,positive
345,whitlam government dismissal,1975,political crisis,Australia,-25.70993156999998,134.48403119800003,"a constitutional crisis that led to the dismissal of the whitlam government, highlighting the power of the governorunknowngeneral.","gough whitlam, sir john kerr",negative
346,australia acts 1986,1986,legalconstitutional,Australia,-25.70993156999998,134.48403119800003,"ended the british parliaments ability to legislate for australia, finalizing legal independence.",australian government,positive
347,mabo decision by the high court,1992,legal land rights,Australia,-25.70993156999998,134.48403119800003,"recognized native title in australia, overturning the doctrine of terra nullius.","eddie mabo, high court of australia",positive
348,port arthur massacre,1996,gun violence,Australia,-25.70993156999998,134.48403119800003,led to significant reforms in australias gun laws with the national firearms agreement.,john howard,positive
349,sydney 2000 summer olympics,2000,international sports event,Australia,-25.70993156999998,134.48403119800003,"showcased australias cultural diversity and hospitality, enhancing its global image.",australian government,positive
350,apology to the stolen generations,2008,political,Australia,-25.70993156999998,134.48403119800003,the government formally apologized for the forced removal of indigenous children from their families.,kevin rudd,positive
351,introduction of goods and services tax gst,2000,economic policy,Australia,-25.70993156999998,134.48403119800003,"implemented a comprehensive tax system reform, affecting consumption taxation nationwide.",john howard,mixed
352,sameunknownsex marriage legalization,2017,legalsocial,Australia,-25.70993156999998,134.48403119800003,"legalized sameunknownsex marriage, marking a significant advancement in lgbtq rights.",australian parliament,positive
353,tampa refugee crisis,2001,humanitarianpolitical,Australia,-25.70993156999998,134.48403119800003,sparked national and international debate on australias asylum seeker policies.,john howard,negative
354,black saturday bushfires,2009,natural disaster,Australia,-25.70993156999998,134.48403119800003,"one of the deadliest bushfires in australian history, leading to significant loss of life and property.",state government of victoria,negative
355,repeal of carbon tax,2014,environmentaleconomic policy,Australia,-25.70993156999998,134.48403119800003,the removal of the carbon tax was a controversial environmental and economic policy change.,tony abbott,negative
356,royal commission into institutional responses...,2013,legal inquiry,Australia,-25.70993156999998,134.48403119800003,"investigated abuse in institutions, leading to widespread reforms and apologies to victims.",australian government,positive
357,australias first female prime minister,2010,political milestone,Australia,-25.70993156999998,134.48403119800003,"julia gillard became the first female prime minister, representing a historic moment in australian politics.",julia gillard,positive
358,signing of the treaty of waitangi,1840,foundational document,New Zealand,-42.28723356399996,172.34343250000006,"established a british governor in new zealand, granting the crown the right to buy land from mori and offering mori the rights of british subjects.","william hobson, mori chiefs",mixed
359,new zealand wars,1845,military conflict,New Zealand,-42.28723356399996,172.34343250000006,"a series of conflicts primarily between colonial government forces and various mori iwi, affecting sovereignty and land ownership.","various mori iwi, british military",negative
360,gold rushes begin,1861,economic boom,New Zealand,-42.28723356399996,172.34343250000006,"sparked significant economic growth and an influx of settlers, changing the demographic and economic landscape.",unknown,positive
361,introduction of the new zealand constitution act,1852,political framework,New Zealand,-42.28723356399996,172.34343250000006,"granted selfunknowngovernment to new zealand, allowing for the establishment of a central government and provincial governments.",british parliament,positive
362,womens suffrage achieved,1893,social reform,New Zealand,-42.28723356399996,172.34343250000006,made new zealand the first selfunknowngoverning country in the world to grant all women the right to vote in parliamentary elections.,"kate sheppard, suffragette movement",positive
363,creation of the welfare state,1938,social policy,New Zealand,-42.28723356399996,172.34343250000006,"introduction of social security and welfare policies, providing support for the elderly, unemployed, and sick.","michael joseph savage, labour government",positive
364,mori seats established in parliament,1867,political inclusion,New Zealand,-42.28723356399996,172.34343250000006,"established separate electoral representation for mori, recognising mori as a distinct political group.",new zealand government,positive
365,mount tarawera eruption,1886,natural disaster,New Zealand,-42.28723356399996,172.34343250000006,"the deadliest volcanic eruption in new zealands history, causing significant loss of life and destruction.",unknown,negative
366,refrigerated shipping invented,1882,economic innovation,New Zealand,-42.28723356399996,172.34343250000006,"enabled the export of meat and dairy products to britain, revolutionizing new zealands economy.","william davidson, thomas brydone",positive
367,anzac forces land at gallipoli,1915,military campaign,New Zealand,-42.28723356399996,172.34343250000006,"marked new zealands significant involvement in world war i, impacting national identity and commemorations.",unknown,negative
368,labour party elected for the first time,1935,political change,New Zealand,-42.28723356399996,172.34343250000006,"brought the labour party to power, leading to significant social and economic reforms, including the creation of a welfare state.",michael joseph savage,positive
369,ratana movement political involvement,1920,politicalreligious movement,New Zealand,-42.28723356399996,172.34343250000006,the movements alignment with the labour party influenced mori political engagement and policy development.,t.w. ratana,positive
370,social security act passed,1938,social welfare,New Zealand,-42.28723356399996,172.34343250000006,"established a comprehensive welfare system, providing support for the elderly, unemployed, and sick.",labour government,positive
371,new zealand expeditionary force in wwii,1939,military conflict,New Zealand,-42.28723356399996,172.34343250000006,"significant contribution to the allied forces during world war ii, affecting thousands of new zealanders.",new zealand government,mixed
372,national party founded,1936,political party formation,New Zealand,-42.28723356399996,172.34343250000006,"the founding of the national party, becoming a major political force and alternative to the labour party.",adam hamilton,positive
373,state housing introduced,1937,housing policy,New Zealand,-42.28723356399996,172.34343250000006,"initiated a government program to provide quality public housing, improving living standards for many.",labour government,positive
374,waitangi day established,1934,national commemoration,New Zealand,-42.28723356399996,172.34343250000006,"commemorated the signing of the treaty of waitangi, though it didnt become a public holiday until later.",new zealand government,positive
375,1st labour government elected,1935,election,New Zealand,-42.28723356399996,172.34343250000006,"the labour partys election led to significant social and economic reforms, including the establishment of a welfare state.",michael joseph savage,positive
376,compulsory military training introduced,1949,defense policy,New Zealand,-42.28723356399996,172.34343250000006,"aimed to prepare the population for potential military conflicts, reflecting the global tensions of the time.",new zealand government,mixed
377,construction of auckland harbour bridge,1950,infrastructure development,New Zealand,-42.28723356399996,172.34343250000006,"improved transportation between auckland city and the north shore, contributing to the citys expansion.",new zealand government,positive
378,treaty of waitangi act 1975,1975,legalpolitical,New Zealand,-42.28723356399996,172.34343250000006,"established the waitangi tribunal to address breaches of the treaty, acknowledging mori grievances over land and rights.",new zealand government,positive
379,anzus treaty suspension,1986,international relations,New Zealand,-42.28723356399996,172.34343250000006,"new zealands antiunknownnuclear stance led to a suspension from the anzus security treaty, affirming its nuclearunknownfree policy.",david lange,positive
380,introduction of nuclear free zone,1987,policylegislation,New Zealand,-42.28723356399996,172.34343250000006,"legislated new zealand as a nuclearunknownfree zone, prohibiting nuclear weapons and power plants within the country.",new zealand government,positive
381,homosexual law reform act,1986,social policy,New Zealand,-42.28723356399996,172.34343250000006,"decriminalized homosexuality, marking a significant step towards lgbtq rights in new zealand.",new zealand government,positive
382,rogernomics initiatives begin,1984,economic policy,New Zealand,-42.28723356399996,172.34343250000006,"economic reforms aimed at liberalizing the economy, introducing freeunknownmarket policies.",roger douglas,mixed
383,resource management act enacted,1991,environmental legislation,New Zealand,-42.28723356399996,172.34343250000006,"provided a framework for managing new zealands natural and physical resources, emphasizing sustainability.",new zealand government,positive
384,1981 springbok tour protests,1981,social unrest,New Zealand,-42.28723356399996,172.34343250000006,antiunknownapartheid protests against the south african rugby teams tour highlighted civil rights and antiunknownracism issues.,antiunknownapartheid movements,mixed
385,waitangi tribunal established,1975,judicialpolitical,New Zealand,-42.28723356399996,172.34343250000006,"investigated historical breaches of the treaty of waitangi, offering a legal avenue for mori to seek redress.",new zealand government,positive
386,2011 christchurch earthquake,2011,natural disaster,New Zealand,-42.28723356399996,172.34343250000006,"a devastating earthquake that caused significant loss of life and damage, impacting the nations resilience and urban planning.",unknown,negative
387,foreshore and seabed controversy,2004,legalpolitical,New Zealand,-42.28723356399996,172.34343250000006,"sparked debate over mori customary rights to the foreshore and seabed, leading to political and legal reform.",new zealand government,mixed
388,new zealands first female prime minister,1997,political milestone,New Zealand,-42.28723356399996,172.34343250000006,"jenny shipley became the first female prime minister, marking a significant moment in new zealands political history.",jenny shipley,positive
389,antiunknownnuclear legislation enacted,1987,environmental policy,New Zealand,-42.28723356399996,172.34343250000006,"cemented new zealands stance on remaining nuclearunknownfree, influencing international relations and environmental policy.",new zealand government,positive
390,auckland harbour bridge protests,1975,civil rights,New Zealand,-42.28723356399996,172.34343250000006,highlighted land rights issues and led to significant mori activism against government policies on land and sovereignty.,mori activists,positive
391,mmp electoral system introduced,1993,electoral reform,New Zealand,-42.28723356399996,172.34343250000006,"changed the electoral system to mixed member proportional, aiming for fairer representation in parliament.",new zealand government,positive
392,new zealand signs kyoto protocol,1998,international agreement,New Zealand,-42.28723356399996,172.34343250000006,"committed new zealand to reducing greenhouse gas emissions, aligning with global efforts to combat climate change.",new zealand government,positive
393,1987 new zealand constitution act,1987,constitutional reform,New Zealand,-42.28723356399996,172.34343250000006,"established the legal sovereignty of the new zealand parliament, removing the ability of the uk parliament to legislate for new zealand.",new zealand government,positive
394,new zealand bill of rights act,1990,legal framework,New Zealand,-42.28723356399996,172.34343250000006,"affirmed rights and freedoms in new zealand law, providing comprehensive protection of human rights.",new zealand government,positive
395,formation of the mori party,2004,political development,New Zealand,-42.28723356399996,172.34343250000006,"established to represent mori interests in parliament, emphasizing indigenous rights and perspectives.",mori leaders,positive
396,recognition of the mori language,1987,culturallegal,New Zealand,-42.28723356399996,172.34343250000006,"made te reo mori an official language of new zealand, recognizing the cultural heritage and rights of mori.",new zealand government,positive
397,decriminalization of homosexuality,1986,social policy,New Zealand,-42.28723356399996,172.34343250000006,"decriminalized homosexual acts between consenting adults, marking progress in lgbtq rights.",new zealand government,positive
398,establishment of goryeo dynasty,918,dynastic founding,Korea,23.46903391626789,82.23551941191447,"unified the later three kingdoms, laying the groundwork for a unified korean identity and culture.",king taejo,positive
399,mongol invasions of korea,1231,military invasion,Korea,23.46903391626789,82.23551941191447,"led to goryeo becoming a semiunknownautonomous vassal state of the mongol empire, impacting korean sovereignty.",mongol empire,negative
400,establishment of joseon dynasty,1392,dynastic founding,Korea,23.46903391626789,82.23551941191447,"marked the beginning of a dynasty that would last for five centuries, emphasizing confucianism and centralizing royal power.",king taejo of joseon,positive
401,japanese invasions of korea imjin war,1592,military conflict,Korea,23.46903391626789,82.23551941191447,"a devastating conflict that led to significant loss of life and cultural treasures, but also showcased korean resilience.","toyotomi hideyoshi, admiral yi sununknownsin",mixed
402,manchu invasions of korea,1627,military invasion,Korea,23.46903391626789,82.23551941191447,"forced korea into becoming a tributary state of the qing dynasty, impacting korean foreign relations.",qing dynasty,negative
403,the gabo reform,1894,politicalsocial reform,Korea,23.46903391626789,82.23551941191447,"a series of reforms aimed at modernizing koreas government and social structures, influenced by foreign powers.",king gojong,mixed
404,assassination of empress myeongseong,1895,political assassination,Korea,23.46903391626789,82.23551941191447,the japaneseunknownorchestrated assassination heightened korean resentment towards japan and destabilized the court.,japanese agents,negative
405,korean empire proclaimed,1897,political change,Korea,23.46903391626789,82.23551941191447,"king gojong declared the korean empire, asserting independence amidst increasing foreign intervention.",emperor gojong,positive
406,russounknownjapanese war,1904,international conflict,Korea,23.46903391626789,82.23551941191447,"impacted koreas sovereignty as japan and russia vied for dominance in the region, leading to korea becoming a protectorate of japan.","japan, russia",negative
407,japanunknownkorea annexation treaty,1910,annexation,Korea,23.46903391626789,82.23551941191447,"officially annexed korea to japan, ending the korean empire and beginning a period of japanese colonial rule.",imperial japan,negative
408,march 1st movement,1919,independence movement,Korea,23.46903391626789,82.23551941191447,"a nationwide peaceful protest against japanese colonial rule, pivotal in the korean independence movement.",korean activists,mixed
409,establishment of the provisional government,1919,exile government formation,Korea,23.46903391626789,82.23551941191447,"formed by korean exiles, it acted as the de facto korean governmentunknowninunknownexile opposing japanese rule.",korean independence activists,positive
410,korean liberation,1945,end of colonial rule,Korea,23.46903391626789,82.23551941191447,marked the end of japanese colonial rule in korea following japans surrender in wwii.,allied powers,positive
411,division of korea,1945,geopolitical division,Korea,23.46903391626789,82.23551941191447,"korea was divided into north and south along the 38th parallel, laying the groundwork for future conflict.","united states, soviet union",negative
412,establishment of the republic of korea,1948,state establishment,South Korea,36.35627096300004,127.80639593300009,official establishment of south korea as an independent nation following the division.,syngman rhee,positive
413,establishment of the democratic peoples republic of korea,1948,state establishment,North Korea,40.14182634600007,127.1696919200001,"official establishment of north korea as a separate state, consolidating the division of korea.",kim ilunknownsung,negative
414,jeju uprising,1948,social unrest,South Korea,36.35627096300004,127.80639593300009,"a violent suppression of a rebellion, leading to significant loss of life and highlighting postunknownliberation tensions.",south korean government,negative
415,korean war,1950,military conflict,Korea,23.46903391626789,82.23551941191447,"an armed conflict between north and south korea, with significant international involvement, further solidifying the division.","north korea, south korea, un, china, us",negative
416,us military government in south korea,1945,military occupation,South Korea,36.35627096300004,127.80639593300009,"the us established a military government in south korea postunknownliberation, influencing its political development.",united states,mixed
417,soviet occupation of north korea,1945,military occupation,North Korea,40.14182634600007,127.1696919200001,"the soviet union established a military government in north korea, shaping its socialist structure.",soviet union,mixed
418,korean war,1950,military conflict,North Korea,40.14182634600007,127.1696919200001,"initiated the korean war with the invasion of south korea, leading to a prolonged conflict and division.",kim ilunknownsung,mixed
419,armistice agreement,1953,ceasefire,North Korea,40.14182634600007,127.1696919200001,"ended active hostilities in the korean war without a formal peace treaty, creating the dmz.",korean war belligerents,positive
420,establishment of the juche ideology,1955,political ideology,North Korea,40.14182634600007,127.1696919200001,"formalized kim ilunknownsungs juche ideology, emphasizing selfunknownreliance and independence in all state matters.",kim ilunknownsung,mixed
421,pueblo incident,1968,militarypolitical incident,North Korea,40.14182634600007,127.1696919200001,"the capture of the uss pueblo, escalating tensions with the united states.",kim ilunknownsung,negative
422,kim ilunknownsungs death,1994,political,North Korea,40.14182634600007,127.1696919200001,marked the end of kim ilunknownsungs era and the beginning of kim jongunknownils leadership.,unknown,negative
423,north koreas first nuclear test,2006,nuclear test,North Korea,40.14182634600007,127.1696919200001,"north koreas first successful nuclear test, significantly impacting international relations and security dynamics.",kim jongunknownil,negative
424,april revolution,1960,political uprising,South Korea,36.35627096300004,127.80639593300009,led to the resignation of president syngman rhee and the establishment of a more democratic government structure.,"student protesters, general public",positive
425,may 16 coup,1961,military coup,South Korea,36.35627096300004,127.80639593300009,"military coup led by park chungunknownhee, resulting in economic development but also authoritarian rule.",park chungunknownhee,positive
426,gwangju uprising,1980,democratic uprising,South Korea,36.35627096300004,127.80639593300009,"a mass uprising against the military government, leading to civilian massacres and a call for democratic reforms.","chun doounknownhwan, democratic activists",positive
427,seoul olympics,1988,international sports event,South Korea,36.35627096300004,127.80639593300009,showcased south koreas emergence on the world stage and contributed to its global cultural and economic presence.,roh taeunknownwoo,positive
428,kim daeunknownjungs sunshine policy,1990,diplomatic policy,South Korea,36.35627096300004,127.80639593300009,"a policy of engagement with north korea, leading to a brief period of improved interunknownkorean relations.",kim daeunknownjung,positive
429,2002 fifa world cup,2002,international sports event,South Korea,36.35627096300004,127.80639593300009,"counknownhosted with japan, this event marked south koreas significant presence in international sports.","fifa, south korea, japan",positive
430,impeachment of president roh moounknownhyun,2004,political,South Korea,36.35627096300004,127.80639593300009,"rohs impeachment for alleged election law violations, highlighting south koreas political volatility.",south korean national assembly,mixed
431,thaad deployment controversy,2017,militarypolitical,South Korea,36.35627096300004,127.80639593300009,"deployment of the us thaad missile defense system, sparking domestic protests and tensions with china.","moon jaeunknownin, us government",negative
432,2018 interunknownkorean summit,2018,diplomatic,South Korea,36.35627096300004,127.80639593300009,"leaders of north and south korea met for talks, renewing hopes for peace and denuclearization on the peninsula.","moon jaeunknownin, kim jongunknownun",positive
433,second nuclear test,2009,nuclear test,North Korea,40.14182634600007,127.1696919200001,"escalated tensions with the international community, underlining north koreas commitment to its nuclear program.",kim jongunknownil,negative
434,death of kim jongunknownil,2011,leadership change,North Korea,40.14182634600007,127.1696919200001,marked the end of kim jongunknownils era and the beginning of kim jongunknownuns rule.,unknown,mixed
435,kim jongunknownun assumes power,2012,political,North Korea,40.14182634600007,127.1696919200001,"initiated a new leadership era, with a focus on nuclear development and economic improvement.",kim jongunknownun,mixed
